Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Latitude,Longitude
United States of America,north chicago,64,Moderate,2,Good,16,Good,27,Good,64,Moderate,,
United Republic of Tanzania,nyamuswa,40,Good,1,Good,17,Good,0,Good,40,Good,,
Italy,oderzo,92,Moderate,1,Good,35,Good,4,Good,92,Moderate,,
Latvia,ogre,55,Moderate,1,Good,32,Good,1,Good,55,Moderate,,
Russian Federation,starodub,37,Good,1,Good,37,Good,0,Good,15,Good,,
United States of America,sugar land,35,Good,1,Good,18,Good,5,Good,35,Good,,
Russian Federation,yaroslavl,34,Good,1,Good,34,Good,0,Good,13,Good,,
Afghanistan,zaranj,133,Unhealthy for Sensitive Groups,1,Good,46,Good,0,Good,133,Unhealthy for Sensitive Groups,,
Russian Federation,zavitinsk,99,Moderate,2,Good,43,Good,0,Good,99,Moderate,,
Ukraine,zhovti vody,44,Good,1,Good,44,Good,0,Good,24,Good,,
India,addanki,69,Moderate,1,Good,29,Good,0,Good,69,Moderate,15.81061,79.97338
Turkey,afyonkarahisar,75,Moderate,1,Good,36,Good,0,Good,75,Moderate,,
Malawi,salima,62,Moderate,1,Good,19,Good,0,Good,62,Moderate,,
United States of America,oneonta,48,Good,1,Good,21,Good,3,Good,48,Good,,
United States of America,paramus,112,Unhealthy for Sensitive Groups,3,Good,6,Good,33,Good,112,Unhealthy for Sensitive Groups,,
Russian Federation,pechory,36,Good,1,Good,36,Good,0,Good,35,Good,,
Montenegro,pljevlja,60,Moderate,1,Good,21,Good,0,Good,60,Moderate,,
Brazil,ponta pora,19,Good,1,Good,11,Good,0,Good,19,Good,,
Brazil,pontes e lacerda,29,Good,1,Good,3,Good,0,Good,29,Good,,
Canada,port alberni,34,Good,1,Good,34,Good,1,Good,14,Good,,
Myanmar,pyu,42,Good,0,Good,22,Good,0,Good,42,Good,,
Central African Republic,rafai,65,Moderate,3,Good,10,Good,0,Good,65,Moderate,,
India,ranavav,106,Unhealthy for Sensitive Groups,0,Good,24,Good,0,Good,106,Unhealthy for Sensitive Groups,,
Lithuania,raseiniai,31,Good,1,Good,28,Good,1,Good,31,Good,,
United States of America,reisterstown,62,Moderate,1,Good,45,Good,4,Good,62,Moderate,,
United States of America,sammamish,34,Good,1,Good,32,Good,4,Good,34,Good,,
United States of America,seatac,52,Moderate,1,Good,27,Good,7,Good,52,Moderate,,
Sierra Leone,segbwema,18,Good,1,Good,18,Good,0,Good,16,Good,,
Malaysia,serendah,162,Unhealthy,6,Good,9,Good,23,Good,162,Unhealthy,,
Russian Federation,seversk,53,Moderate,1,Good,7,Good,8,Good,53,Moderate,,
Russian Federation,shchigry,40,Good,1,Good,40,Good,0,Good,11,Good,,
Netherlands,amstelveen,32,Good,0,Good,32,Good,2,Good,15,Good,,
Netherlands,anna paulowna,35,Good,0,Good,35,Good,0,Good,13,Good,,
Philippines,apalit,60,Moderate,1,Good,24,Good,1,Good,60,Moderate,,
Russian Federation,losino petrovskiy,66,Moderate,1,Good,18,Good,12,Good,66,Moderate,,
United States of America,lowell,52,Moderate,1,Good,29,Good,6,Good,52,Moderate,,
India,ludhiana,166,Unhealthy,3,Good,166,Unhealthy,1,Good,162,Unhealthy,,
Kenya,marsabit,27,Good,0,Good,19,Good,0,Good,27,Good,,
United Republic of Tanzania,matongo,43,Good,1,Good,15,Good,0,Good,43,Good,,
Senegal,mbour,169,Unhealthy,1,Good,21,Good,2,Good,169,Unhealthy,,
Indonesia,mendahara,76,Moderate,2,Good,37,Good,0,Good,76,Moderate,,
Belarus,lida,34,Good,1,Good,34,Good,0,Good,21,Good,,
India,madanapalle,25,Good,0,Good,25,Good,0,Good,21,Good,13.5503,78.50288
Philippines,magallon,45,Good,1,Good,17,Good,0,Good,45,Good,,
Mali,sikasso,53,Moderate,1,Good,14,Good,0,Good,53,Moderate,,
Slovenia,skofja loka,67,Moderate,1,Good,37,Good,1,Good,67,Moderate,,
United States of America,stephenville,40,Good,1,Good,24,Good,1,Good,40,Good,,
Indonesia,subang,88,Moderate,2,Good,86,Moderate,1,Good,88,Moderate,,
Poland,sulecin,55,Moderate,1,Good,36,Good,1,Good,55,Moderate,,
Czechia,podebrady,36,Good,1,Good,28,Good,2,Good,36,Good,,
Indonesia,pangkah,91,Moderate,2,Good,46,Good,1,Good,91,Moderate,,
Guatemala,pastores,129,Unhealthy for Sensitive Groups,4,Good,2,Good,14,Good,129,Unhealthy for Sensitive Groups,,
Russian Federation,peschanokopskoye,40,Good,1,Good,40,Good,0,Good,25,Good,,
United Republic of Tanzania,usagara,51,Moderate,1,Good,18,Good,0,Good,51,Moderate,,
France,ussel,56,Moderate,1,Good,35,Good,0,Good,56,Moderate,,
Netherlands,valkenburg,63,Moderate,1,Good,28,Good,6,Good,63,Moderate,,
Latvia,valmiera,32,Good,1,Good,32,Good,0,Good,28,Good,,
India,vasai,158,Unhealthy,3,Good,28,Good,3,Good,158,Unhealthy,,
Russian Federation,vasyurinskaya,37,Good,1,Good,37,Good,1,Good,22,Good,,
United States of America,vermillion,44,Good,1,Good,34,Good,3,Good,44,Good,,
,viareggio,56,Moderate,1,Good,44,Good,1,Good,56,Moderate,,
United States of America,sunrise manor,57,Moderate,2,Good,13,Good,17,Good,57,Moderate,,
Indonesia,surakarta,69,Moderate,1,Good,41,Good,1,Good,69,Moderate,,
Russian Federation,suzun,42,Good,1,Good,42,Good,0,Good,33,Good,,
India,talgram,167,Unhealthy,4,Good,153,Unhealthy,1,Good,167,Unhealthy,,
Russian Federation,talovaya,40,Good,1,Good,36,Good,0,Good,40,Good,,
United States of America,san juan capistrano,55,Moderate,1,Good,28,Good,9,Good,55,Moderate,,
Brazil,santana do acarau,35,Good,0,Good,8,Good,2,Good,35,Good,,
Brazil,sao joao batista,25,Good,0,Good,20,Good,1,Good,25,Good,,
India,vikramasingapuram,54,Moderate,1,Good,27,Good,0,Good,54,Moderate,,
France,villeneuve loubet,38,Good,1,Good,38,Good,2,Good,33,Good,,
India,virudunagar,33,Good,1,Good,30,Good,0,Good,33,Good,9.58509,77.95787
South Africa,volksrust,85,Moderate,2,Good,14,Good,8,Good,85,Moderate,,
China,wanxian,153,Unhealthy,4,Good,153,Unhealthy,3,Good,143,Unhealthy for Sensitive Groups,,
Mexico,san antonio de la cal,69,Moderate,2,Good,6,Good,7,Good,69,Moderate,,
Italy,san severo,46,Good,1,Good,46,Good,1,Good,35,Good,,
India,sangod,156,Unhealthy,1,Good,45,Good,0,Good,156,Unhealthy,24.92707,76.28649
Brazil,santa cecilia,17,Good,0,Good,17,Good,0,Good,15,Good,,
Germany,schorndorf,28,Good,1,Good,28,Good,2,Good,26,Good,,
Turkey,selcuk,49,Good,1,Good,49,Good,2,Good,36,Good,,
Belgium,seraing,35,Good,1,Good,32,Good,3,Good,35,Good,,
Germany,nordhausen,36,Good,1,Good,36,Good,1,Good,32,Good,,
France,olivet,38,Good,1,Good,23,Good,2,Good,38,Good,,
Brazil,osvaldo cruz,41,Good,1,Good,13,Good,1,Good,41,Good,,
Czechia,varnsdorf,30,Good,0,Good,28,Good,2,Good,30,Good,,
India,vattalkundu,50,Good,1,Good,25,Good,0,Good,50,Good,10.16069,77.75883
Canada,trois rivieres,32,Good,1,Good,31,Good,1,Good,32,Good,,
Russian Federation,tyazhinskiy,51,Moderate,1,Good,40,Good,0,Good,51,Moderate,,
Brazil,uba,51,Moderate,1,Good,4,Good,4,Good,51,Moderate,,
Brazil,uberlandia,39,Good,1,Good,11,Good,1,Good,39,Good,,
Czechia,uhersky brod,46,Good,1,Good,30,Good,1,Good,46,Good,,
Germany,werneck,31,Good,1,Good,31,Good,1,Good,26,Good,,
United States of America,westlake,43,Good,1,Good,32,Good,8,Good,43,Good,,
Mexico,xoxtla,164,Unhealthy,2,Good,3,Good,12,Good,164,Unhealthy,,
Libya,yafran,69,Moderate,1,Good,69,Moderate,1,Good,66,Moderate,,
France,villemomble,51,Moderate,1,Good,21,Good,5,Good,51,Moderate,,
United States of America,waipahu,31,Good,0,Good,25,Good,1,Good,31,Good,,
Japan,wako,49,Good,1,Good,36,Good,4,Good,49,Good,,
United States of America,lindenhurst,78,Moderate,3,Good,1,Good,28,Good,78,Moderate,,
United Republic of Tanzania,liwale,40,Good,0,Good,17,Good,0,Good,40,Good,,
United States of America,lorain,43,Good,1,Good,29,Good,8,Good,43,Good,,
Russian Federation,magadan,28,Good,0,Good,28,Good,0,Good,15,Good,,
Madagascar,mahajanga,25,Good,0,Good,25,Good,0,Good,18,Good,,
Japan,makabe,42,Good,1,Good,42,Good,1,Good,38,Good,,
Guinea,mamou,32,Good,1,Good,16,Good,0,Good,32,Good,,
China,laibin,101,Unhealthy for Sensitive Groups,2,Good,101,Unhealthy for Sensitive Groups,2,Good,79,Moderate,,
United States of America,lake charles,64,Moderate,1,Good,15,Good,10,Good,64,Moderate,,
,le gosier,99,Moderate,0,Good,25,Good,0,Good,99,Moderate,,
United States of America,leander,46,Good,1,Good,21,Good,2,Good,46,Good,,
Germany,lengerich,35,Good,1,Good,35,Good,2,Good,24,Good,,
Republic of Moldova,leova,55,Moderate,1,Good,41,Good,0,Good,55,Moderate,,
Kenya,kilifi,57,Moderate,1,Good,25,Good,0,Good,57,Moderate,,
Kenya,kitale,55,Moderate,2,Good,31,Good,0,Good,55,Moderate,,
Poland,krosno odrzanskie,31,Good,0,Good,31,Good,1,Good,30,Good,,
Russian Federation,kyshtym,38,Good,1,Good,34,Good,0,Good,38,Good,,
Brazil,lagoa formosa,40,Good,1,Good,1,Good,4,Good,40,Good,,
India,kampli,87,Moderate,0,Good,28,Good,0,Good,87,Moderate,15.40626,76.60013
Japan,kannabe,38,Good,1,Good,38,Good,2,Good,31,Good,,
Russian Federation,kavalerovo,29,Good,0,Good,29,Good,0,Good,23,Good,,
South Africa,johannesburg,121,Unhealthy for Sensitive Groups,19,Good,19,Good,13,Good,121,Unhealthy for Sensitive Groups,,
Central African Republic,kabo,86,Moderate,2,Good,9,Good,0,Good,86,Moderate,,
Japan,kameda,39,Good,1,Good,39,Good,0,Good,18,Good,,
Pakistan,ranipur,167,Unhealthy,1,Good,47,Good,1,Good,167,Unhealthy,,
Thailand,roi et,47,Good,0,Good,30,Good,0,Good,47,Good,,
Italy,ronchi dei legionari,57,Moderate,1,Good,42,Good,2,Good,57,Moderate,,
Portugal,sao joao da madeira,27,Good,0,Good,27,Good,2,Good,22,Good,,
Nigeria,shaki,66,Moderate,2,Good,21,Good,0,Good,66,Moderate,,
China,shangqiu,132,Unhealthy for Sensitive Groups,2,Good,132,Unhealthy for Sensitive Groups,2,Good,78,Moderate,,
United States of America,shawnee,95,Moderate,1,Good,23,Good,10,Good,95,Moderate,,
Thailand,pak kret,57,Moderate,1,Good,27,Good,1,Good,57,Moderate,,
Pakistan,pakpattan,328,Hazardous,2,Good,107,Unhealthy for Sensitive Groups,1,Good,328,Hazardous,,
Brazil,parati,62,Moderate,2,Good,8,Good,5,Good,62,Moderate,,
Russian Federation,pavlovsk,36,Good,1,Good,36,Good,0,Good,23,Good,,
United Kingdom of Great Britain and Northern Ireland,peterhead,32,Good,0,Good,32,Good,2,Good,22,Good,,
Indonesia,ponorogo,42,Good,1,Good,26,Good,0,Good,42,Good,,
United States of America,portage,47,Good,1,Good,36,Good,4,Good,47,Good,,
United States of America,pueblo,91,Moderate,1,Good,31,Good,2,Good,91,Moderate,,
United States of America,solon,45,Good,1,Good,45,Good,3,Good,34,Good,,
United States of America,south san jose hills,118,Unhealthy for Sensitive Groups,4,Good,12,Good,34,Good,118,Unhealthy for Sensitive Groups,,
Romania,sovata,63,Moderate,1,Good,40,Good,0,Good,63,Moderate,,
Switzerland,steffisburg,80,Moderate,1,Good,33,Good,1,Good,80,Moderate,,
United States of America,stillwater,50,Good,1,Good,39,Good,3,Good,50,Good,,
Jordan,suf,78,Moderate,1,Good,48,Good,3,Good,78,Moderate,,
Pakistan,sukkur,171,Unhealthy,1,Good,49,Good,1,Good,171,Unhealthy,,
Sweden,sundsvall,38,Good,1,Good,28,Good,0,Good,38,Good,,
Canada,swift current,32,Good,1,Good,32,Good,0,Good,16,Good,,
Brazil,tabuleiro do norte,23,Good,0,Good,16,Good,0,Good,23,Good,,
Peru,tambopata,20,Good,1,Good,2,Good,0,Good,20,Good,,
Indonesia,tanjung morawa,72,Moderate,2,Good,42,Good,0,Good,72,Moderate,,
Georgia,tbilisi,36,Good,1,Good,35,Good,0,Good,36,Good,,
United States of America,temple city,119,Unhealthy for Sensitive Groups,4,Good,15,Good,35,Good,119,Unhealthy for Sensitive Groups,,
India,thoubal,23,Good,1,Good,20,Good,0,Good,23,Good,,
Netherlands,tilburg,37,Good,1,Good,31,Good,2,Good,37,Good,,
India,titlagarh,158,Unhealthy,1,Good,33,Good,1,Good,158,Unhealthy,,
Mexico,tizayuca,182,Unhealthy,2,Good,18,Good,10,Good,182,Unhealthy,,
India,tohana,226,Very Unhealthy,2,Good,126,Unhealthy for Sensitive Groups,1,Good,226,Very Unhealthy,,
Slovakia,trebisov,71,Moderate,1,Good,37,Good,1,Good,71,Moderate,,
Democratic Republic of the Congo,tshela,70,Moderate,1,Good,22,Good,0,Good,70,Moderate,,
Georgia,tskaltubo,32,Good,1,Good,32,Good,0,Good,21,Good,,
Austria,tulln,63,Moderate,1,Good,40,Good,1,Good,63,Moderate,,
Turkmenistan,turkmenabat,60,Moderate,1,Good,47,Good,0,Good,60,Moderate,,
Germany,twistringen,35,Good,0,Good,35,Good,0,Good,33,Good,,
Russian Federation,uglegorsk,25,Good,1,Good,25,Good,2,Good,23,Good,,
South Africa,uitenhage,100,Unhealthy for Sensitive Groups,4,Good,8,Good,7,Good,100,Unhealthy for Sensitive Groups,,
India,umred,170,Unhealthy,1,Good,33,Good,1,Good,170,Unhealthy,20.85396,79.32466
Pakistan,usta muhammad,172,Unhealthy,1,Good,76,Moderate,2,Good,172,Unhealthy,,
Poland,ustron,79,Moderate,1,Good,36,Good,3,Good,79,Moderate,,
United States of America,uvalde,57,Moderate,1,Good,30,Good,1,Good,57,Moderate,,
India,vallam,57,Moderate,1,Good,30,Good,0,Good,57,Moderate,10.71988,79.05981
United States of America,ventnor city,36,Good,1,Good,36,Good,1,Good,27,Good,,
China,shima,155,Unhealthy,3,Good,155,Unhealthy,3,Good,117,Unhealthy for Sensitive Groups,,
Serbia,sjenica,54,Moderate,1,Good,30,Good,0,Good,54,Moderate,,
Belgium,soignies,49,Good,1,Good,24,Good,5,Good,49,Good,,
Colombia,miranda,52,Moderate,1,Good,6,Good,3,Good,52,Moderate,,
Colombia,mompos,54,Moderate,1,Good,18,Good,1,Good,54,Moderate,,
Germany,montabaur,33,Good,1,Good,33,Good,2,Good,29,Good,,
Italy,montegranaro,46,Good,1,Good,46,Good,1,Good,37,Good,,
France,montigny les metz,34,Good,1,Good,20,Good,4,Good,34,Good,,
Spain,montornes del valles,52,Moderate,1,Good,33,Good,6,Good,52,Moderate,,
United States of America,mount kisco,56,Moderate,1,Good,46,Good,4,Good,56,Moderate,,
United States of America,muskegon,53,Moderate,2,Good,15,Good,21,Good,53,Moderate,,
United States of America,martinez,51,Moderate,1,Good,22,Good,10,Good,51,Moderate,,
Mexico,matehuala,29,Good,1,Good,19,Good,0,Good,29,Good,,
Myanmar,meiktila,31,Good,1,Good,27,Good,0,Good,31,Good,,
India,melur,63,Moderate,1,Good,35,Good,0,Good,63,Moderate,10.03241,78.3393
,mersin,46,Good,1,Good,38,Good,0,Good,46,Good,,
India,methala,66,Moderate,1,Good,26,Good,0,Good,66,Moderate,,
Germany,marktoberdorf,76,Moderate,1,Good,32,Good,3,Good,76,Moderate,,
Brazil,martinopolis,33,Good,1,Good,13,Good,1,Good,33,Good,,
Germany,melsungen,46,Good,1,Good,26,Good,3,Good,46,Good,,
Germany,mering,64,Moderate,1,Good,34,Good,1,Good,64,Moderate,,
Mozambique,mocuba,23,Good,0,Good,23,Good,0,Good,19,Good,,
Brazil,montenegro,71,Moderate,2,Good,7,Good,7,Good,71,Moderate,,
Germany,murnau,76,Moderate,1,Good,31,Good,3,Good,76,Moderate,,
Australia,murray bridge,31,Good,0,Good,28,Good,0,Good,31,Good,,
Ecuador,naranjal,39,Good,1,Good,16,Good,3,Good,39,Good,,
Botswana,kanye,59,Moderate,1,Good,20,Good,1,Good,59,Moderate,,
India,keshod,160,Unhealthy,0,Good,25,Good,0,Good,160,Unhealthy,21.30328,70.24861
India,kharar,142,Unhealthy for Sensitive Groups,2,Good,142,Unhealthy for Sensitive Groups,1,Good,119,Unhealthy for Sensitive Groups,22.72211,87.67824
India,kharar,142,Unhealthy for Sensitive Groups,2,Good,142,Unhealthy for Sensitive Groups,1,Good,119,Unhealthy for Sensitive Groups,30.74632,76.64689
United States of America,north plainfield,66,Moderate,2,Good,15,Good,20,Good,66,Moderate,,
United States of America,north wantagh,60,Moderate,2,Good,19,Good,18,Good,60,Moderate,,
Hungary,nyirbator,65,Moderate,1,Good,38,Good,1,Good,65,Moderate,,
United States of America,mercer island,56,Moderate,2,Good,18,Good,15,Good,56,Moderate,,
Germany,hilpoltstein,28,Good,0,Good,28,Good,1,Good,27,Good,,
Australia,hobart,48,Good,0,Good,24,Good,1,Good,48,Good,,
Germany,hohenstein ernstthal,33,Good,1,Good,33,Good,1,Good,30,Good,,
United States of America,holtsville,82,Moderate,2,Good,42,Good,10,Good,82,Moderate,,
United Republic of Tanzania,ilula,18,Good,0,Good,18,Good,0,Good,17,Good,,
India,indri,500,Hazardous,1,Good,47,Good,1,Good,500,Hazardous,29.87999,77.05972
Australia,innisfail,26,Good,0,Good,25,Good,0,Good,26,Good,,
Central African Republic,ippy,69,Moderate,2,Good,8,Good,0,Good,69,Moderate,,
United States of America,irmo,68,Moderate,1,Good,23,Good,4,Good,68,Moderate,,
Spain,irun,37,Good,0,Good,37,Good,0,Good,21,Good,,
Mexico,jaral del progreso,43,Good,1,Good,13,Good,4,Good,43,Good,,
Belgium,grobbendonk,38,Good,1,Good,30,Good,3,Good,38,Good,,
,grover beach,41,Good,1,Good,21,Good,5,Good,41,Good,,
Russian Federation,gryazovets,34,Good,1,Good,34,Good,0,Good,8,Good,,
France,guebwiller,32,Good,1,Good,31,Good,1,Good,32,Good,,
Germany,haigerloch,30,Good,0,Good,30,Good,1,Good,28,Good,,
Hungary,hajduboszormeny,55,Moderate,1,Good,34,Good,1,Good,55,Moderate,,
United Kingdom of Great Britain and Northern Ireland,havant,41,Good,0,Good,27,Good,3,Good,41,Good,,
United States of America,haverhill,52,Moderate,1,Good,45,Good,3,Good,52,Moderate,,
United States of America,herndon,59,Moderate,1,Good,41,Good,5,Good,59,Moderate,,
United States of America,hickory,68,Moderate,2,Good,18,Good,11,Good,68,Moderate,,
Ukraine,ordzhonikidze,68,Moderate,1,Good,41,Good,0,Good,68,Moderate,,
India,palghar,150,Unhealthy,1,Good,26,Good,1,Good,150,Unhealthy,,
Uruguay,pando,34,Good,0,Good,20,Good,1,Good,34,Good,,
Mexico,paraiso,137,Unhealthy for Sensitive Groups,4,Good,22,Good,5,Good,137,Unhealthy for Sensitive Groups,,
Mexico,periban,45,Good,1,Good,6,Good,3,Good,45,Good,,
Sudan,sawakin,62,Moderate,1,Good,47,Good,0,Good,62,Moderate,,
Russian Federation,severskaya,42,Good,1,Good,42,Good,0,Good,36,Good,,
India,chirawa,187,Unhealthy,2,Good,83,Moderate,0,Good,187,Unhealthy,,
India,churachandpur,24,Good,1,Good,17,Good,0,Good,24,Good,,
Russian Federation,chusovoy,37,Good,1,Good,27,Good,0,Good,37,Good,,
Bolivia (Plurinational State of),cochabamba,32,Good,1,Good,2,Good,2,Good,32,Good,,
Romania,comarnic,38,Good,1,Good,38,Good,0,Good,10,Good,,
Italy,corciano,62,Moderate,1,Good,45,Good,2,Good,62,Moderate,,
Mexico,culiacan,107,Unhealthy for Sensitive Groups,2,Good,9,Good,8,Good,107,Unhealthy for Sensitive Groups,,
Hungary,dabas,86,Moderate,1,Good,37,Good,3,Good,86,Moderate,,
United States of America,bedford heights,36,Good,2,Good,36,Good,4,Good,33,Good,,
United States of America,bemidji,50,Good,1,Good,38,Good,1,Good,50,Good,,
Ukraine,beryslav,38,Good,1,Good,38,Good,0,Good,24,Good,,
India,betul,176,Unhealthy,1,Good,34,Good,0,Good,176,Unhealthy,,
Pakistan,bhopalwala,153,Unhealthy,2,Good,131,Unhealthy for Sensitive Groups,1,Good,153,Unhealthy,,
India,bhuj,155,Unhealthy,0,Good,28,Good,0,Good,155,Unhealthy,23.25397,69.66928
Democratic Republic of the Congo,boende,72,Moderate,3,Good,9,Good,0,Good,72,Moderate,,
Poland,boguszow gorce,77,Moderate,1,Good,39,Good,1,Good,77,Moderate,,
Germany,braunau,59,Moderate,1,Good,35,Good,4,Good,59,Moderate,,
Brazil,campos sales,15,Good,0,Good,15,Good,0,Good,15,Good,,
Spain,cangas,30,Good,1,Good,30,Good,2,Good,25,Good,,
France,castelnaudary,31,Good,1,Good,31,Good,1,Good,20,Good,,
Australia,bairnsdale,26,Good,0,Good,26,Good,0,Good,8,Good,,
Indonesia,baki,60,Moderate,1,Good,33,Good,0,Good,60,Moderate,,
Germany,bamberg,56,Moderate,1,Good,43,Good,2,Good,56,Moderate,,
India,banswara,175,Unhealthy,1,Good,40,Good,0,Good,175,Unhealthy,,
United Kingdom of Great Britain and Northern Ireland,broxburn,38,Good,1,Good,20,Good,6,Good,38,Good,,
Italy,brusciano,65,Moderate,1,Good,65,Moderate,2,Good,55,Moderate,,
Angola,caala,131,Unhealthy for Sensitive Groups,6,Good,27,Good,2,Good,131,Unhealthy for Sensitive Groups,,
Venezuela (Bolivarian Republic of),cabimas,87,Moderate,1,Good,20,Good,4,Good,87,Moderate,,
United States of America,calexico,33,Good,1,Good,28,Good,6,Good,33,Good,,
Sweden,ostersund,27,Good,0,Good,27,Good,0,Good,7,Good,,
India,pahasu,164,Unhealthy,4,Good,160,Unhealthy,1,Good,164,Unhealthy,,
India,panaji,33,Good,1,Good,32,Good,0,Good,33,Good,15.49574,73.82624
Malaysia,pantai remis,61,Moderate,1,Good,58,Moderate,1,Good,61,Moderate,,
India,pathalgaon,162,Unhealthy,2,Good,88,Moderate,0,Good,162,Unhealthy,22.55656,83.46355
Poland,pleszew,48,Good,1,Good,34,Good,2,Good,48,Good,,
United Kingdom of Great Britain and Northern Ireland,pontefract,33,Good,1,Good,33,Good,4,Good,16,Good,,
Senegal,pout,184,Unhealthy,2,Good,18,Good,4,Good,184,Unhealthy,,
Romania,pucioasa,45,Good,1,Good,41,Good,0,Good,45,Good,,
India,punahana,176,Unhealthy,4,Good,173,Unhealthy,1,Good,176,Unhealthy,,
Israel,qiryat shemona,113,Unhealthy for Sensitive Groups,3,Good,80,Moderate,5,Good,113,Unhealthy for Sensitive Groups,,
United States of America,saint peter,59,Moderate,1,Good,36,Good,3,Good,59,Moderate,,
France,saint jean de la ruelle,48,Good,1,Good,22,Good,4,Good,48,Good,,
Thailand,rayong,53,Moderate,0,Good,15,Good,3,Good,53,Moderate,,
United States of America,reedley,56,Moderate,1,Good,30,Good,5,Good,56,Moderate,,
Brazil,riacho de santana,26,Good,1,Good,8,Good,1,Good,26,Good,,
India,rishikesh,131,Unhealthy for Sensitive Groups,2,Good,85,Moderate,0,Good,131,Unhealthy for Sensitive Groups,,
Uzbekistan,romitan,167,Unhealthy,1,Good,47,Good,0,Good,167,Unhealthy,,
Germany,siegburg,47,Good,1,Good,35,Good,2,Good,47,Good,,
Sudan,sinnar,57,Moderate,1,Good,16,Good,0,Good,57,Moderate,19.84505,73.99866
Serbia,smederevo,65,Moderate,1,Good,38,Good,2,Good,65,Moderate,,
Lithuania,plunge,59,Moderate,1,Good,39,Good,0,Good,59,Moderate,,
Portugal,pontinha,37,Good,1,Good,37,Good,4,Good,17,Good,,
United Kingdom of Great Britain and Northern Ireland,prestwich,62,Moderate,1,Good,15,Good,11,Good,62,Moderate,,
Brazil,prudentopolis,55,Moderate,1,Good,16,Good,0,Good,55,Moderate,,
Turkey,bahce,45,Good,1,Good,44,Good,0,Good,45,Good,,
Thailand,bang saphan,19,Good,1,Good,16,Good,0,Good,19,Good,,
India,baramula,152,Unhealthy,3,Good,37,Good,3,Good,152,Unhealthy,,
,barawe,32,Good,0,Good,24,Good,0,Good,32,Good,,
Poland,bartoszyce,36,Good,1,Good,36,Good,0,Good,22,Good,,
France,begles,41,Good,1,Good,41,Good,0,Good,25,Good,,
United States of America,bethpage,61,Moderate,2,Good,38,Good,9,Good,61,Moderate,,
India,bijni,126,Unhealthy for Sensitive Groups,4,Good,27,Good,6,Good,126,Unhealthy for Sensitive Groups,26.49588,90.70298
Russian Federation,borodino,44,Good,1,Good,28,Good,0,Good,44,Good,,
United States of America,bridgeport,54,Moderate,1,Good,39,Good,7,Good,54,Moderate,,
Australia,caboolture,24,Good,0,Good,21,Good,8,Good,24,Good,,
Colombia,cali,30,Good,1,Good,14,Good,1,Good,30,Good,,
United States of America,campbellsville,41,Good,2,Good,36,Good,4,Good,41,Good,,
France,carcassonne,43,Good,1,Good,43,Good,0,Good,36,Good,,
United Kingdom of Great Britain and Northern Ireland,chapeltown,43,Good,1,Good,35,Good,1,Good,43,Good,,
United Republic of Tanzania,chato,33,Good,1,Good,22,Good,0,Good,33,Good,,
Guatemala,chisec,57,Moderate,1,Good,19,Good,0,Good,57,Moderate,,
Cuba,cienfuegos,43,Good,1,Good,31,Good,0,Good,43,Good,,
New Zealand,gisborne,27,Good,0,Good,27,Good,0,Good,7,Good,,
Russian Federation,gorodovikovsk,47,Good,1,Good,47,Good,0,Good,17,Good,,
Russian Federation,gramoteino,42,Good,1,Good,22,Good,6,Good,42,Good,,
Canada,grand centre,41,Good,1,Good,27,Good,0,Good,41,Good,,
Brazil,guararapes,58,Moderate,1,Good,24,Good,0,Good,58,Moderate,,
Russian Federation,gudermes,60,Moderate,1,Good,45,Good,2,Good,60,Moderate,,
China,hanting,165,Unhealthy,7,Good,73,Moderate,16,Good,165,Unhealthy,,
India,haridwar,163,Unhealthy,5,Good,25,Good,12,Good,163,Unhealthy,29.94791,78.16025
China,hengshan,137,Unhealthy for Sensitive Groups,3,Good,29,Good,10,Good,137,Unhealthy for Sensitive Groups,,
United States of America,hybla valley,50,Good,1,Good,50,Good,1,Good,38,Good,,
Nigeria,ife,77,Moderate,2,Good,41,Good,0,Good,77,Moderate,,
Nigeria,ifo,80,Moderate,2,Good,38,Good,1,Good,80,Moderate,,
Pakistan,isa khel,178,Unhealthy,3,Good,115,Unhealthy for Sensitive Groups,2,Good,178,Unhealthy,,
Turkey,islahiye,44,Good,1,Good,44,Good,0,Good,41,Good,,
India,jhabua,135,Unhealthy for Sensitive Groups,1,Good,36,Good,2,Good,135,Unhealthy for Sensitive Groups,,
India,jugsalai,148,Unhealthy for Sensitive Groups,3,Good,32,Good,5,Good,148,Unhealthy for Sensitive Groups,,
Turkmenistan,kaka,123,Unhealthy for Sensitive Groups,1,Good,40,Good,0,Good,123,Unhealthy for Sensitive Groups,,
India,kavali,92,Moderate,2,Good,46,Good,1,Good,92,Moderate,,
United States of America,keizer,53,Moderate,2,Good,21,Good,6,Good,53,Moderate,,
United States of America,stuart,60,Moderate,1,Good,17,Good,10,Good,60,Moderate,,
Venezuela (Bolivarian Republic of),san joaquin,63,Moderate,1,Good,14,Good,8,Good,63,Moderate,,
Italy,santa maria capua vetere,58,Moderate,1,Good,48,Good,3,Good,58,Moderate,,
Brazil,santa vitoria do palmar,18,Good,1,Good,9,Good,1,Good,18,Good,,
Brazil,sao raimundo nonato,22,Good,0,Good,13,Good,0,Good,22,Good,,
